STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,hhtyp,Type of household,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EE,Estonia,2017,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EE,Estonia,2018,,97.95,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EE,Estonia,2019,,99.04,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EE,Estonia,2020,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EE,Estonia,2021,,99.18,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EE,Estonia,2022,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EE,Estonia,2023,,98.87,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EE,Estonia,2024,,99.13,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EE,Estonia,2025,,98.35,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EL,Greece,2016,,74.90,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EL,Greece,2017,,80.08,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EL,Greece,2018,,95.71,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EL,Greece,2019,,95.41,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EL,Greece,2020,,97.73,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EL,Greece,2021,,97.47,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EL,Greece,2022,,94.01,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EL,Greece,2023,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EL,Greece,2024,,90.75,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,EL,Greece,2025,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ES,Spain,2016,,89.07,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ES,Spain,2017,,91.27,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ES,Spain,2018,,95.70,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ES,Spain,2019,,98.76,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ES,Spain,2020,,99.41,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ES,Spain,2021,,99.74,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ES,Spain,2022,,99.91,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ES,Spain,2023,,99.76,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ES,Spain,2024,,98.23,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ES,Spain,2025,,99.18,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FI,Finland,2016,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FI,Finland,2017,,99.16,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FI,Finland,2018,,94.99,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FI,Finland,2019,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FI,Finland,2020,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FI,Finland,2021,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FI,Finland,2022,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FI,Finland,2023,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FI,Finland,2024,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FI,Finland,2025,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FR,France,2016,,91.40,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FR,France,2017,,91.55,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FR,France,2018,,92.57,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FR,France,2019,,95.12,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FR,France,2021,,97.76,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FR,France,2022,,94.99,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FR,France,2023,,98.49,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FR,France,2024,,97.19,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,FR,France,2025,,96.38,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HR,Croatia,2016,,95.08,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HR,Croatia,2017,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HR,Croatia,2018,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HR,Croatia,2019,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HR,Croatia,2020,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HR,Croatia,2021,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HR,Croatia,2022,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HR,Croatia,2023,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HR,Croatia,2024,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HR,Croatia,2025,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HU,Hungary,2016,,86.08,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HU,Hungary,2017,,87.96,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HU,Hungary,2018,,89.56,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HU,Hungary,2019,,91.26,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HU,Hungary,2020,,96.66,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HU,Hungary,2021,,97.98,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HU,Hungary,2022,,97.65,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HU,Hungary,2023,,99.25,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HU,Hungary,2024,,96.35,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,HU,Hungary,2025,,98.76,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IE,Ireland,2016,,92.42,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IE,Ireland,2017,,95.48,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IE,Ireland,2018,,97.48,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IE,Ireland,2019,,97.48,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IE,Ireland,2020,,85.22,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IE,Ireland,2021,,91.67,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IE,Ireland,2022,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IE,Ireland,2023,,99.14,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IE,Ireland,2024,,85.48,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IE,Ireland,2025,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IS,Iceland,2017,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IS,Iceland,2018,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IS,Iceland,2019,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IS,Iceland,2020,,97.22,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IT,Italy,2016,,87.08,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IT,Italy,2017,,88.73,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IT,Italy,2018,,90.88,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IT,Italy,2019,,92.01,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IT,Italy,2020,,96.15,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IT,Italy,2021,,98.06,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IT,Italy,2022,,96.67,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IT,Italy,2023,,96.95,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IT,Italy,2024,,97.97,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,IT,Italy,2025,,99.05,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LT,Lithuania,2016,,96.87,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LT,Lithuania,2017,,97.65,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LT,Lithuania,2018,,96.47,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LT,Lithuania,2019,,97.47,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LT,Lithuania,2020,,98.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LT,Lithuania,2021,,97.33,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LT,Lithuania,2022,,99.19,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LT,Lithuania,2023,,100.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LT,Lithuania,2024,,99.87,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LT,Lithuania,2025,,98.77,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LU,Luxembourg,2016,,94.36,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LU,Luxembourg,2017,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LU,Luxembourg,2018,,87.65,,b,break in time series,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LU,Luxembourg,2019,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LU,Luxembourg,2020,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LU,Luxembourg,2021,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LU,Luxembourg,2022,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LU,Luxembourg,2023,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LU,Luxembourg,2024,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LU,Luxembourg,2025,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LV,Latvia,2016,,88.43,,b,break in time series,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LV,Latvia,2017,,90.56,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LV,Latvia,2018,,96.31,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LV,Latvia,2019,,98.33,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LV,Latvia,2020,,98.92,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LV,Latvia,2021,,95.09,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LV,Latvia,2022,,97.98,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LV,Latvia,2023,,97.16,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LV,Latvia,2024,,97.89,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,LV,Latvia,2025,,97.79,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ME,Montenegro,2017,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ME,Montenegro,2018,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ME,Montenegro,2019,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ME,Montenegro,2020,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ME,Montenegro,2021,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ME,Montenegro,2022,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ME,Montenegro,2023,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ME,Montenegro,2024,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,ME,Montenegro,2025,,89.91,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MK,North Macedonia,2016,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MK,North Macedonia,2017,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MK,North Macedonia,2018,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MK,North Macedonia,2019,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MK,North Macedonia,2020,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MK,North Macedonia,2021,,77.76,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MK,North Macedonia,2024,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MK,North Macedonia,2025,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MT,Malta,2016,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MT,Malta,2017,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MT,Malta,2018,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MT,Malta,2019,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MT,Malta,2020,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MT,Malta,2021,,100.00,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1_DCH,Single person with dependent children,MT,Malta,2022,,100.00,,u,low reliability,,
